cab_type,vendor_id,pickup_datetime,dropoff_datetime,rate_code_id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,congestion_surcharge,total_amount,payment_type,trip_type,pickup_location_id,dropoff_location_id
yellow,CMT,2018-01-01T00:01:29.000000Z,2018-01-01T00:15:25.000000Z,Standard rate,,,,,2,2.1,11.0,0.5,0.5,2.45,0.0,0.0,0.3,0.0,14.75,Card,na,4,231
yellow,VTS,2018-01-01T00:01:31.000000Z,2018-01-01T00:31:35.000000Z,Standard rate,,,,,5,1.07,17.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,18.8,Cash,na,186,161
yellow,VTS,2018-01-01T00:01:32.000000Z,2018-01-01T00:07:25.000000Z,Standard rate,,,,,1,0.43,5.5,0.5,0.5,1.7,0.0,0.0,0.3,0.0,8.5,Card,na,90,68
yellow,VTS,2018-01-01T00:01:34.000000Z,2018-01-01T00:16:03.000000Z,Standard rate,,,,,5,5.54,16.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,19.8,Card,na,146,41
yellow,CMT,2018-01-01T00:01:35.000000Z,2018-01-01T00:09:51.000000Z,Standard rate,,,,,2,1.400000000000,8.0,0.0,0.5,1.75,0.0,0.0,0.3,0.0,10.55,Card,na,90,107
yellow,VTS,2018-01-01T00:01:35.000000Z,2018-01-01T00:10:32.000000Z,Standard rate,,,,,1,1.11,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,43,161
yellow,VTS,2018-01-01T00:01:36.000000Z,2018-01-01T00:09:16.000000Z,Standard rate,,,,,6,0.950000000000,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,na,113,107
yellow,CMT,2018-01-01T00:01:37.000000Z,2018-01-01T00:32:00.000000Z,Standard rate,,,,,1,4.7,21.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,22.8,Cash,na,48,79
yellow,VTS,2018-01-01T00:01:38.000000Z,2018-01-01T00:31:03.000000Z,Standard rate,,,,,6,5.7,23.0,0.5,0.5,2.7,0.0,0.0,0.3,0.0,27.0,Card,na,143,13
yellow,CMT,2018-01-01T00:01:39.000000Z,2018-01-01T00:10:32.000000Z,Standard rate,,,,,4,0.3,6.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.8,No Charge,na,48,48
yellow,VTS,2018-01-01T00:01:40.000000Z,2018-01-01T00:12:24.000000Z,Standard rate,,,,,5,2.07,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,na,224,162
yellow,VTS,2018-01-01T00:01:41.000000Z,2018-01-01T00:10:36.000000Z,Standard rate,,,,,5,1.35,8.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.3,Cash,na,45,4
yellow,VTS,2018-01-01T00:01:43.000000Z,2018-01-01T00:04:47.000000Z,Standard rate,,,,,1,0.570000000000,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Cash,na,231,13
yellow,VTS,2018-01-01T00:01:45.000000Z,2018-01-01T00:17:07.000000Z,Standard rate,,,,,1,4.3,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Cash,na,137,74
yellow,CMT,2018-01-01T00:01:46.000000Z,2018-01-01T00:11:06.000000Z,Standard rate,,,,,2,1.1,7.5,0.5,0.5,1.75,0.0,0.0,0.3,0.0,10.55,Card,na,249,79
green,VTS,2018-01-01T00:01:47.000000Z,2018-01-01T00:07:04.000000Z,Standard rate,,,,,1,0.950000000000,6.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.3,Cash,Street hail,97,181
green,VTS,2018-01-01T00:01:47.000000Z,2018-01-01T00:14:37.000000Z,Standard rate,,,,,5,3.58,13.0,0.5,0.5,1.5,0.0,0.0,0.3,0.0,15.8,Card,Street hail,17,76
yellow,CMT,2018-01-01T00:01:47.000000Z,2018-01-01T00:25:42.000000Z,Standard rate,,,,,1,4.1,18.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,19.3,Cash,na,255,7
yellow,VTS,2018-01-01T00:01:48.000000Z,2018-01-01T00:18:06.000000Z,Standard rate,,,,,1,0.700000000000,10.5,0.5,0.5,3.54,0.0,0.0,0.3,0.0,15.34,Card,na,164,100
yellow,VTS,2018-01-01T00:01:48.000000Z,2018-01-01T00:29:33.000000Z,Standard rate,,,,,2,6.07,23.0,0.5,0.5,4.86,0.0,0.0,0.3,0.0,29.16,Card,na,148,142
yellow,CMT,2018-01-01T00:01:48.000000Z,2018-01-01T00:04:23.000000Z,Standard rate,,,,,1,0.3,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Card,na,170,164
yellow,VTS,2018-01-01T00:01:49.000000Z,2018-01-01T00:19:34.000000Z,Standard rate,,,,,1,3.760000000000,14.5,0.5,0.5,3.16,0.0,0.0,0.3,0.0,18.96,Card,na,113,141
green,VTS,2018-01-01T00:01:50.000000Z,2018-01-01T00:08:13.000000Z,Standard rate,,,,,1,1.22,6.5,0.5,0.5,2.34,0.0,0.0,0.3,0.0,10.14,Card,Street hail,7,145
yellow,VTS,2018-01-01T00:01:51.000000Z,2018-01-01T00:12:44.000000Z,Standard rate,,,,,2,1.61,8.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.8,Cash,na,162,234
yellow,VTS,2018-01-01T00:01:52.000000Z,2018-01-01T00:15:28.000000Z,Standard rate,,,,,2,2.15,10.5,0.5,0.5,2.36,0.0,0.0,0.3,0.0,14.16,Card,na,79,170
yellow,CMT,2018-01-01T00:01:52.000000Z,2018-01-01T00:12:54.000000Z,Standard rate,,,,,1,2.0,9.5,0.5,0.5,2.15,0.0,0.0,0.3,0.0,12.950000000000,Card,na,163,137
yellow,CMT,2018-01-01T00:01:52.000000Z,2018-01-01T00:21:40.000000Z,Standard rate,,,,,2,4.600000000000,18.0,0.5,0.5,3.0,0.0,0.0,0.3,0.0,22.3,Card,na,148,36
green,VTS,2018-01-01T00:01:53.000000Z,2018-01-01T00:08:38.000000Z,Standard rate,,,,,1,1.55,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,Street hail,25,195
green,VTS,2018-01-01T00:01:54.000000Z,2018-01-01T00:13:37.000000Z,Standard rate,,,,,1,4.58,15.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,16.3,Cash,Street hail,18,244
yellow,VTS,2018-01-01T00:01:54.000000Z,2018-01-01T00:08:40.000000Z,Standard rate,,,,,6,1.02,6.0,0.5,0.5,1.46,0.0,0.0,0.3,0.0,8.76,Card,na,264,264
yellow,CMT,2018-01-01T00:01:54.000000Z,2018-01-01T00:14:38.000000Z,Standard rate,,,,,1,1.3,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,na,50,48
yellow,CMT,2018-01-01T00:01:55.000000Z,2018-01-01T00:09:40.000000Z,Standard rate,,,,,1,1.8,8.0,0.5,0.5,1.85,0.0,0.0,0.3,0.0,11.15,Card,na,141,236
yellow,VTS,2018-01-01T00:01:56.000000Z,2018-01-01T00:22:16.000000Z,Standard rate,,,,,6,9.13,27.0,0.5,0.5,5.66,0.0,0.0,0.3,0.0,33.96,Card,na,138,233
yellow,CMT,2018-01-01T00:01:57.000000Z,2018-01-01T00:19:50.000000Z,Standard rate,,,,,2,3.6,16.0,0.5,0.5,5.15,0.0,0.0,0.3,0.0,22.45,Card,na,148,49
green,VTS,2018-01-01T00:01:58.000000Z,2018-01-01T00:11:02.000000Z,Standard rate,,,,,1,3.39,11.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.8,Cash,Street hail,7,138
yellow,CMT,2018-01-01T00:01:58.000000Z,2018-01-01T00:08:51.000000Z,Standard rate,,,,,1,0.8,6.0,0.5,0.5,1.45,0.0,0.0,0.3,0.0,8.75,Card,na,264,264
yellow,CMT,2018-01-01T00:01:58.000000Z,2018-01-01T00:05:53.000000Z,JFK,,,,,2,0.8,52.0,0.0,0.5,11.700000000000,5.76,0.0,0.3,0.0,70.26,Card,na,170,107
yellow,VTS,2018-01-01T00:01:58.000000Z,2018-01-01T00:18:31.000000Z,Standard rate,,,,,1,2.81,12.5,0.5,0.5,2.760000000000,0.0,0.0,0.3,0.0,16.55,Card,na,163,79
yellow,VTS,2018-01-01T00:01:59.000000Z,2018-01-01T00:14:42.000000Z,Standard rate,,,,,6,5.19,17.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,18.3,Card,na,236,79
green,VTS,2018-01-01T00:02:00.000000Z,2018-01-01T00:14:18.000000Z,Standard rate,,,,,1,6.12,19.0,0.5,0.5,4.060000000000,0.0,0.0,0.3,0.0,24.36,Card,Street hail,130,196
yellow,VTS,2018-01-01T00:02:00.000000Z,2018-01-01T00:10:58.000000Z,Standard rate,,,,,2,1.01,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Card,na,4,114
yellow,VTS,2018-01-01T00:02:00.000000Z,2018-01-01T00:16:12.000000Z,Standard rate,,,,,2,3.13,12.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,14.3,Card,na,50,158
yellow,CMT,2018-01-01T00:02:00.000000Z,2018-01-01T00:13:44.000000Z,Standard rate,,,,,1,1.5,9.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,12.8,Card,na,239,48
yellow,VTS,2018-01-01T00:02:04.000000Z,2018-01-01T00:04:17.000000Z,Standard rate,,,,,1,0.26,3.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.8,Cash,na,50,48
yellow,CMT,2018-01-01T00:02:05.000000Z,2018-01-01T00:09:51.000000Z,Standard rate,,,,,1,1.5,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,107,4
green,VTS,2018-01-01T00:02:06.000000Z,2018-01-01T00:19:19.000000Z,Standard rate,,,,,6,3.94,15.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,16.8,Cash,Street hail,112,37
yellow,VTS,2018-01-01T00:02:06.000000Z,2018-01-01T00:31:32.000000Z,Standard rate,,,,,6,1.21,17.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,18.3,Card,na,234,170
yellow,CMT,2018-01-01T00:02:06.000000Z,2018-01-01T00:06:27.000000Z,Standard rate,,,,,1,0.8,5.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,8.8,Card,na,263,74
yellow,CMT,2018-01-01T00:02:09.000000Z,2018-01-01T00:19:24.000000Z,Standard rate,,,,,1,2.7,13.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,14.3,Cash,na,114,162
yellow,VTS,2018-01-01T00:02:10.000000Z,2018-01-01T00:22:54.000000Z,Standard rate,,,,,1,4.29,18.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,19.3,Cash,na,161,226
green,CMT,2018-01-01T00:02:11.000000Z,2018-01-01T00:09:48.000000Z,Standard rate,,,,,1,1.2,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Card,Street hail,74,152
yellow,VTS,2018-01-01T00:02:11.000000Z,2018-01-01T00:20:05.000000Z,Standard rate,,,,,1,3.37,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Cash,na,233,50
yellow,CMT,2018-01-01T00:02:11.000000Z,2018-01-01T00:13:42.000000Z,Standard rate,,,,,1,1.8,9.5,0.5,0.5,2.15,0.0,0.0,0.3,0.0,12.950000000000,Card,na,152,74
yellow,VTS,2018-01-01T00:02:11.000000Z,2018-01-01T00:07:24.000000Z,Standard rate,,,,,1,0.950000000000,5.5,0.5,0.5,2.04,0.0,0.0,0.3,0.0,8.84,Card,na,234,249
yellow,VTS,2018-01-01T00:02:11.000000Z,2018-01-01T00:11:20.000000Z,Standard rate,,,,,2,1.93,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Cash,na,238,262
yellow,CMT,2018-01-01T00:02:12.000000Z,2018-01-01T00:35:56.000000Z,Standard rate,,,,,4,6.8,26.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,27.3,Cash,na,161,80
yellow,VTS,2018-01-01T00:02:12.000000Z,2018-01-01T00:34:04.000000Z,Standard rate,,,,,2,1.660000000000,18.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,19.8,Card,na,186,68
yellow,CMT,2018-01-01T00:02:12.000000Z,2018-01-01T00:14:01.000000Z,Standard rate,,,,,1,1.6,9.5,0.5,0.5,3.2,0.0,0.0,0.3,0.0,14.0,Card,na,79,144
yellow,VTS,2018-01-01T00:02:12.000000Z,2018-01-01T00:29:07.000000Z,Standard rate,,,,,1,7.01,24.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,25.3,Cash,na,144,226
yellow,CMT,2018-01-01T00:02:12.000000Z,2018-01-01T00:22:35.000000Z,Standard rate,,,,,1,11.9,33.5,0.5,0.5,0.0,5.76,0.0,0.3,0.0,40.56,Cash,na,138,51
yellow,CMT,2018-01-01T00:02:12.000000Z,2018-01-01T00:06:10.000000Z,Standard rate,,,,,2,0.4,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,164,137
yellow,VTS,2018-01-01T00:02:13.000000Z,2018-01-01T00:17:54.000000Z,Standard rate,,,,,1,0.68,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Cash,na,170,186
yellow,CMT,2018-01-01T00:02:13.000000Z,2018-01-01T00:13:03.000000Z,Standard rate,,,,,2,1.7,9.0,0.5,0.5,2.05,0.0,0.0,0.3,0.0,12.35,Card,na,75,263
yellow,VTS,2018-01-01T00:02:13.000000Z,2018-01-01T00:06:49.000000Z,Standard rate,,,,,1,0.59,5.0,0.5,0.5,1.26,0.0,0.0,0.3,0.0,7.560000000000,Card,na,68,249
yellow,CMT,2018-01-01T00:02:15.000000Z,2018-01-01T00:03:43.000000Z,Standard rate,,,,,1,0.1,3.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.3,Cash,na,244,244
yellow,CMT,2018-01-01T00:02:16.000000Z,2018-01-01T00:26:04.000000Z,JFK,,,,,1,18.5,52.0,0.0,0.5,14.6,5.76,0.0,0.3,0.0,73.16,Card,na,132,75
yellow,CMT,2018-01-01T00:02:16.000000Z,2018-01-01T00:40:28.000000Z,Standard rate,,,,,1,22.5,61.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,62.800000000000,Cash,na,132,181
yellow,CMT,2018-01-01T00:02:16.000000Z,2018-01-01T00:17:26.000000Z,Standard rate,,,,,2,1.7,11.0,0.5,0.5,3.050000000000,0.0,0.0,0.3,0.0,15.35,Card,na,234,224
yellow,CMT,2018-01-01T00:02:17.000000Z,2018-01-01T00:07:53.000000Z,Standard rate,,,,,2,1.1,6.0,0.5,0.5,2.0,0.0,0.0,0.3,0.0,9.3,Card,na,79,137
yellow,VTS,2018-01-01T00:02:17.000000Z,2018-01-01T00:25:08.000000Z,Standard rate,,,,,1,10.53,31.5,0.5,0.5,6.560000000000,0.0,0.0,0.3,0.0,39.36,Card,na,107,243
green,VTS,2018-01-01T00:02:18.000000Z,2018-01-01T00:09:53.000000Z,Standard rate,,,,,2,1.58,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,Street hail,41,42
yellow,VTS,2018-01-01T00:02:18.000000Z,2018-01-01T00:03:23.000000Z,Standard rate,,,,,1,0.19,3.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.3,Cash,na,43,163
yellow,VTS,2018-01-01T00:02:18.000000Z,2018-01-01T00:48:29.000000Z,Standard rate,,,,,1,2.550000000000,25.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,26.8,Cash,na,161,48
yellow,CMT,2018-01-01T00:02:18.000000Z,2018-01-01T00:10:08.000000Z,Standard rate,,,,,2,1.7,8.5,0.5,0.5,2.45,0.0,0.0,0.3,0.0,12.25,Card,na,79,261
yellow,CMT,2018-01-01T00:02:19.000000Z,2018-01-01T00:21:57.000000Z,Standard rate,,,,,1,0.6,12.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.3,Cash,na,161,170
green,CMT,2018-01-01T00:02:21.000000Z,2018-01-01T00:49:42.000000Z,Standard rate,,,,,2,17.7,53.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,54.800000000000,Cash,Street hail,33,247
yellow,VTS,2018-01-01T00:02:22.000000Z,2018-01-01T00:09:14.000000Z,Standard rate,,,,,1,2.030000000000,8.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.3,Cash,na,170,141
green,VTS,2018-01-01T00:02:23.000000Z,2018-01-01T00:13:02.000000Z,Standard rate,,,,,1,3.58,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,Street hail,134,216
green,VTS,2018-01-01T00:02:23.000000Z,2018-01-01T00:19:41.000000Z,Standard rate,,,,,1,3.47,14.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.3,Cash,Street hail,41,167
yellow,VTS,2018-01-01T00:02:25.000000Z,2018-01-01T00:10:49.000000Z,Standard rate,,,,,1,1.150000000000,7.0,0.5,0.5,2.08,0.0,0.0,0.3,0.0,10.38,Card,na,114,158
yellow,VTS,2018-01-01T00:02:25.000000Z,2018-01-01T00:32:48.000000Z,Standard rate,,,,,1,5.5,22.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,23.8,Card,na,42,163
yellow,CMT,2018-01-01T00:02:25.000000Z,2018-01-01T00:12:32.000000Z,Standard rate,,,,,1,0.3,7.5,0.5,0.5,1.75,0.0,0.0,0.3,0.0,10.55,Card,na,142,48
yellow,VTS,2018-01-01T00:02:25.000000Z,2018-01-01T00:07:08.000000Z,Standard rate,,,,,1,0.700000000000,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,239,238
yellow,VTS,2018-01-01T00:02:25.000000Z,2018-01-01T00:10:09.000000Z,Standard rate,,,,,3,1.400000000000,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,264,264
yellow,VTS,2018-01-01T00:02:25.000000Z,2018-01-01T00:20:37.000000Z,Standard rate,,,,,6,3.97,15.0,0.5,0.5,0.5,0.0,0.0,0.3,0.0,16.8,Card,na,90,263
yellow,CMT,2018-01-01T00:02:26.000000Z,2018-01-01T00:07:40.000000Z,Standard rate,,,,,1,0.8,5.5,0.5,0.5,1.35,0.0,0.0,0.3,0.0,8.15,Card,na,125,158
yellow,CMT,2018-01-01T00:02:26.000000Z,2018-01-01T00:19:26.000000Z,Standard rate,,,,,4,4.5,16.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,17.3,Cash,na,232,140
yellow,CMT,2018-01-01T00:02:27.000000Z,2018-01-01T00:07:34.000000Z,Standard rate,,,,,3,0.3,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,148,148
yellow,VTS,2018-01-01T00:02:27.000000Z,2018-01-01T00:11:15.000000Z,Standard rate,,,,,1,3.43,11.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.8,Cash,na,88,4
yellow,VTS,2018-01-01T00:02:27.000000Z,2018-01-01T00:20:11.000000Z,Standard rate,,,,,2,4.32,16.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,17.3,Cash,na,142,75
yellow,CMT,2018-01-01T00:02:27.000000Z,2018-01-01T00:15:01.000000Z,Standard rate,,,,,1,6.2,18.0,0.5,0.5,5.75,0.0,0.0,0.3,0.0,25.05,Card,na,79,74
yellow,CMT,2018-01-01T00:02:27.000000Z,2018-01-01T00:04:32.000000Z,Standard rate,,,,,1,0.3,3.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.8,Cash,na,229,141
yellow,VTS,2018-01-01T00:02:28.000000Z,2018-01-01T00:17:14.000000Z,Standard rate,,,,,5,4.8,15.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,16.8,Cash,na,161,42
green,VTS,2018-01-01T00:02:30.000000Z,2018-01-01T00:50:33.000000Z,Standard rate,,,,,1,9.26,40.0,0.5,0.5,2.06,0.0,0.0,0.3,0.0,45.31,Card,Street hail,95,229
yellow,VTS,2018-01-01T00:02:31.000000Z,2018-01-01T00:04:38.000000Z,Standard rate,,,,,2,0.26,3.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.8,Cash,na,79,79
yellow,CMT,2018-01-01T00:02:31.000000Z,2018-01-01T00:23:02.000000Z,Standard rate,,,,,3,4.5,17.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,20.8,Card,na,87,68
yellow,VTS,2018-01-01T00:02:31.000000Z,2018-01-01T00:16:03.000000Z,Standard rate,,,,,5,1.94,10.0,0.5,0.5,2.260000000000,0.0,0.0,0.3,0.0,13.56,Card,na,79,137
yellow,VTS,2018-01-01T00:02:33.000000Z,2018-01-01T00:14:15.000000Z,Standard rate,,,,,3,2.89,11.0,0.5,0.5,2.46,0.0,0.0,0.3,0.0,14.76,Card,na,79,87
yellow,CMT,2018-01-01T00:02:34.000000Z,2018-01-01T00:22:36.000000Z,Standard rate,,,,,1,2.6,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Card,na,42,75
green,VTS,2018-01-01T00:02:36.000000Z,2018-01-01T00:38:41.000000Z,Standard rate,,,,,1,6.37,26.5,0.5,0.5,5.560000000000,0.0,0.0,0.3,0.0,33.36,Card,Street hail,36,90
yellow,CMT,2018-01-01T00:02:36.000000Z,2018-01-01T00:36:00.000000Z,Standard rate,,,,,2,2.9,20.0,0.5,0.5,2.0,0.0,0.0,0.3,0.0,23.3,Card,na,249,161
yellow,VTS,2018-01-01T00:02:38.000000Z,2018-01-01T00:05:20.000000Z,Standard rate,,,,,1,0.4,3.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.8,Cash,na,231,231
yellow,CMT,2018-01-01T00:02:39.000000Z,2018-01-01T00:23:51.000000Z,Standard rate,,,,,1,8.6,26.5,0.5,0.5,4.0,0.0,0.0,0.3,0.0,31.8,Card,na,138,225
yellow,CMT,2018-01-01T00:02:39.000000Z,2018-01-01T00:13:27.000000Z,Standard rate,,,,,2,2.2,10.0,0.5,0.5,2.25,0.0,0.0,0.3,0.0,13.55,Card,na,142,229
yellow,VTS,2018-01-01T00:02:43.000000Z,2018-01-01T00:30:58.000000Z,Standard rate,,,,,5,8.56,29.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,30.3,Cash,na,113,159
yellow,CMT,2018-01-01T00:02:45.000000Z,2018-01-01T00:13:32.000000Z,Standard rate,,,,,1,4.5,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Cash,na,132,10
yellow,VTS,2018-01-01T00:02:47.000000Z,2018-01-01T00:05:44.000000Z,Standard rate,,,,,1,0.45,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Cash,na,224,224
yellow,VTS,2018-01-01T00:02:48.000000Z,2018-01-01T00:05:48.000000Z,Standard rate,,,,,1,0.570000000000,4.5,0.5,0.5,1.5,0.0,0.0,0.3,0.0,7.3,Card,na,90,68
yellow,VTS,2018-01-01T00:02:48.000000Z,2018-01-01T00:19:09.000000Z,Standard rate,,,,,6,6.45,20.5,0.5,0.5,0.0,5.76,0.0,0.3,0.0,27.560000000000,Cash,na,137,260
yellow,VTS,2018-01-01T00:02:50.000000Z,2018-01-01T00:16:21.000000Z,Standard rate,,,,,1,2.82,12.5,0.5,0.5,2.760000000000,0.0,0.0,0.3,0.0,16.55,Card,na,79,256
yellow,VTS,2018-01-01T00:02:50.000000Z,2018-01-01T00:16:17.000000Z,Standard rate,,,,,5,1.45,8.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.8,Cash,na,107,68
yellow,VTS,2018-01-01T00:02:51.000000Z,2018-01-01T23:29:21.000000Z,Standard rate,,,,,1,2.42,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Card,na,164,141
yellow,VTS,2018-01-01T00:02:51.000000Z,2018-01-01T00:17:42.000000Z,Standard rate,,,,,1,2.16,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Card,na,186,229
yellow,CMT,2018-01-01T00:02:51.000000Z,2018-01-01T00:22:50.000000Z,Standard rate,,,,,1,1.8,13.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,16.8,Card,na,158,164
yellow,CMT,2018-01-01T00:02:51.000000Z,2018-01-01T00:17:00.000000Z,Standard rate,,,,,1,0.5,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,na,161,164
yellow,VTS,2018-01-01T00:02:53.000000Z,2018-01-01T00:11:44.000000Z,Standard rate,,,,,1,1.7,8.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.3,Cash,na,236,239
yellow,VTS,2018-01-01T00:02:54.000000Z,2018-01-01T00:06:29.000000Z,Standard rate,,,,,1,1.07,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,161,237
yellow,CMT,2018-01-01T00:02:55.000000Z,2018-01-01T00:16:01.000000Z,Standard rate,,,,,1,1.7,10.0,0.5,0.5,2.25,0.0,0.0,0.3,0.0,13.55,Card,na,158,224
green,VTS,2018-01-01T00:02:58.000000Z,2018-01-01T00:14:08.000000Z,Standard rate,,,,,6,2.15,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,Street hail,173,129
yellow,VTS,2018-01-01T00:02:58.000000Z,2018-01-01T00:42:50.000000Z,Standard rate,,,,,2,2.48,23.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,24.3,Cash,na,170,48
yellow,CMT,2018-01-01T00:02:58.000000Z,2018-01-01T00:12:08.000000Z,Standard rate,,,,,1,1.3,7.5,0.5,0.5,2.2,0.0,0.0,0.3,0.0,11.0,Card,na,163,170
green,VTS,2018-01-01T00:02:59.000000Z,2018-01-01T00:27:02.000000Z,Standard rate,,,,,1,12.6,36.0,0.5,0.5,8.61,5.76,0.0,0.3,0.0,51.67,Card,Street hail,130,164
green,VTS,2018-01-01T00:02:59.000000Z,2018-01-01T00:24:53.000000Z,Standard rate,,,,,1,5.33,19.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,20.3,Cash,Street hail,255,177
yellow,CMT,2018-01-01T00:02:59.000000Z,2018-01-01T00:17:08.000000Z,Standard rate,,,,,1,3.800000000000,14.0,0.5,0.5,1.5,0.0,0.0,0.3,0.0,16.8,Card,na,68,87
yellow,CMT,2018-01-01T00:03:00.000000Z,2018-01-01T00:22:22.000000Z,Standard rate,,,,,2,5.2,18.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,19.8,Cash,na,161,45
yellow,VTS,2018-01-01T00:03:00.000000Z,2018-01-01T00:18:28.000000Z,Standard rate,,,,,1,7.25,22.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,23.3,Cash,na,148,260
yellow,VTS,2018-01-01T00:03:01.000000Z,2018-01-01T00:06:34.000000Z,Standard rate,,,,,1,0.01,3.0,0.5,0.5,80.0,0.0,0.0,0.3,0.0,84.3,Card,na,164,164
yellow,VTS,2018-01-01T00:03:01.000000Z,2018-01-01T00:05:34.000000Z,Standard rate,,,,,2,0.36,3.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.8,Cash,na,113,114
yellow,CMT,2018-01-01T00:03:01.000000Z,2018-01-01T00:05:10.000000Z,Standard rate,,,,,1,0.5,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Cash,na,4,224
yellow,CMT,2018-01-01T00:03:02.000000Z,2018-01-01T00:06:55.000000Z,Standard rate,,,,,1,0.9,5.0,0.5,0.5,1.25,0.0,0.0,0.3,0.0,7.55,Card,na,48,142
