cab_type,vendor_id,pickup_datetime,dropoff_datetime,rate_code_id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,congestion_surcharge,total_amount,payment_type,trip_type,pickup_location_id,dropoff_location_id
yellow,CMT,2018-01-01T00:04:04.000000Z,2018-01-01T00:09:00.000000Z,Standard rate,,,,,1,1.5,6.5,0.5,0.5,1.55,0.0,0.0,0.3,0.0,9.35,Card,na,151,239
yellow,CMT,2018-01-01T00:04:04.000000Z,2018-01-01T00:08:23.000000Z,Standard rate,,,,,1,1.3,6.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.3,Cash,na,236,239
yellow,CMT,2018-01-01T00:04:04.000000Z,2018-01-01T00:14:45.000000Z,Standard rate,,,,,2,2.4,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Cash,na,41,239
green,VTS,2018-01-01T00:04:05.000000Z,2018-01-01T00:18:10.000000Z,Standard rate,,,,,5,2.39,11.0,0.5,0.5,2.46,0.0,0.0,0.3,0.0,14.76,Card,Street hail,112,256
green,CMT,2018-01-01T00:04:05.000000Z,2018-01-01T00:09:36.000000Z,Standard rate,,,,,1,1.2,6.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,9.8,Card,Street hail,181,97
green,VTS,2018-01-01T00:04:05.000000Z,2018-01-01T00:18:34.000000Z,Standard rate,,,,,1,2.780000000000,11.5,0.5,0.5,2.56,0.0,0.0,0.3,0.0,15.36,Card,Street hail,97,225
green,VTS,2018-01-01T00:04:05.000000Z,2018-01-01T00:48:51.000000Z,Standard rate,,,,,1,8.44,34.0,0.5,0.5,5.0,0.0,0.0,0.3,0.0,40.300000000000,Card,Street hail,66,50
yellow,CMT,2018-01-01T00:04:05.000000Z,2018-01-01T00:25:23.000000Z,Standard rate,,,,,1,14.8,40.5,0.5,0.5,12.5,0.0,0.0,0.3,0.0,54.300000000000,Card,na,132,179
yellow,CMT,2018-01-01T00:04:05.000000Z,2018-01-01T00:04:55.000000Z,Standard rate,,,,,1,0.2,3.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.3,Cash,na,238,238
green,VTS,2018-01-01T00:04:06.000000Z,2018-01-01T00:11:27.000000Z,Standard rate,,,,,1,2.29,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,Street hail,7,129
yellow,VTS,2018-01-01T00:04:06.000000Z,2018-01-01T00:09:41.000000Z,Standard rate,,,,,1,1.48,6.5,0.5,0.5,1.56,0.0,0.0,0.3,0.0,9.36,Card,na,238,166
yellow,CMT,2018-01-01T00:04:06.000000Z,2018-01-01T00:13:04.000000Z,Standard rate,,,,,3,1.0,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,na,148,113
green,VTS,2018-01-01T00:04:07.000000Z,2018-01-01T00:13:23.000000Z,Standard rate,,,,,1,2.030000000000,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Cash,Street hail,95,197
yellow,CMT,2018-01-01T00:04:07.000000Z,2018-01-01T00:14:41.000000Z,Standard rate,,,,,4,1.0,8.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,10.3,Card,na,114,148
yellow,VTS,2018-01-01T00:04:07.000000Z,2018-01-01T00:26:09.000000Z,Standard rate,,,,,1,3.86,17.0,0.5,0.5,4.58,0.0,0.0,0.3,0.0,22.88,Card,na,234,143
yellow,CMT,2018-01-01T00:04:07.000000Z,2018-01-01T00:24:07.000000Z,Standard rate,,,,,1,5.5,19.5,0.5,0.5,4.15,0.0,0.0,0.3,0.0,24.95,Card,na,211,239
yellow,VTS,2018-01-01T00:04:08.000000Z,2018-01-01T00:26:58.000000Z,Standard rate,,,,,5,4.61,18.0,0.5,0.5,3.86,0.0,0.0,0.3,0.0,23.16,Card,na,68,140
yellow,CMT,2018-01-01T00:04:08.000000Z,2018-01-01T00:31:03.000000Z,Standard rate,,,,,2,5.8,22.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,25.8,Card,na,90,190
yellow,VTS,2018-01-01T00:04:09.000000Z,2018-01-01T00:10:47.000000Z,Standard rate,,,,,1,1.04,6.0,0.5,0.5,1.46,0.0,0.0,0.3,0.0,8.76,Card,na,231,45
yellow,VTS,2018-01-01T00:04:09.000000Z,2018-01-01T00:15:41.000000Z,Standard rate,,,,,2,1.77,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,na,170,249
yellow,VTS,2018-01-01T00:04:10.000000Z,2018-01-01T00:06:05.000000Z,Standard rate,,,,,5,0.61,4.0,0.5,0.5,0.9,0.0,0.0,0.3,0.0,6.2,Card,na,143,239
yellow,CMT,2018-01-01T00:04:11.000000Z,2018-01-01T00:09:06.000000Z,Standard rate,,,,,1,1.400000000000,6.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.8,Cash,na,142,141
yellow,VTS,2018-01-01T00:04:11.000000Z,2018-01-01T00:32:55.000000Z,Standard rate,,,,,1,9.96,31.5,0.5,0.5,0.0,5.76,0.0,0.3,0.0,38.56,Cash,na,161,70
yellow,VTS,2018-01-01T00:04:11.000000Z,2018-01-01T00:17:18.000000Z,Standard rate,,,,,1,2.0,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Card,na,164,68
yellow,VTS,2018-01-01T00:04:14.000000Z,2018-01-01T00:17:13.000000Z,Standard rate,,,,,1,6.91,20.5,0.5,0.5,4.36,0.0,0.0,0.3,0.0,26.16,Card,na,138,80
yellow,CMT,2018-01-01T00:04:15.000000Z,2018-01-01T00:12:58.000000Z,Standard rate,,,,,1,1.400000000000,7.5,0.5,0.5,1.75,0.0,0.0,0.3,0.0,10.55,Card,na,264,264
yellow,VTS,2018-01-01T00:04:15.000000Z,2018-01-01T00:18:21.000000Z,Standard rate,,,,,1,1.52,11.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.3,Cash,na,13,261
yellow,CMT,2018-01-01T00:04:15.000000Z,2018-01-01T00:29:48.000000Z,Standard rate,,,,,1,8.9,28.5,0.5,0.5,5.95,0.0,0.0,0.3,0.0,35.75,Card,na,79,116
yellow,VTS,2018-01-01T00:04:16.000000Z,2018-01-01T00:15:45.000000Z,Standard rate,,,,,1,0.79,8.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.8,Cash,na,162,161
yellow,VTS,2018-01-01T00:04:16.000000Z,2018-01-01T00:14:52.000000Z,Standard rate,,,,,2,7.19,21.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,22.3,Cash,na,132,95
green,VTS,2018-01-01T00:04:17.000000Z,2018-01-01T00:07:56.000000Z,Standard rate,,,,,5,0.77,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,Street hail,70,129
yellow,VTS,2018-01-01T00:04:17.000000Z,2018-01-01T00:07:19.000000Z,Standard rate,,,,,2,0.78,4.5,0.5,0.5,1.45,0.0,0.0,0.3,0.0,7.25,Card,na,148,4
yellow,CMT,2018-01-01T00:04:17.000000Z,2018-01-01T00:15:59.000000Z,Standard rate,,,,,1,1.3,9.0,0.5,0.5,2.05,0.0,0.0,0.3,0.0,12.35,Card,na,144,234
yellow,VTS,2018-01-01T00:04:18.000000Z,2018-01-01T00:21:39.000000Z,Standard rate,,,,,1,1.71,11.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.8,Cash,na,211,107
yellow,VTS,2018-01-01T00:04:18.000000Z,2018-01-01T00:23:08.000000Z,Standard rate,,,,,1,1.62,12.0,0.5,0.5,3.320000000000,0.0,0.0,0.3,0.0,16.62,Card,na,211,90
yellow,VTS,2018-01-01T00:04:18.000000Z,2018-01-01T00:09:51.000000Z,Standard rate,,,,,1,0.63,5.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.8,Cash,na,234,234
yellow,CMT,2018-01-01T00:04:19.000000Z,2018-01-01T00:25:05.000000Z,Standard rate,,,,,4,6.5,21.5,0.5,0.5,4.55,0.0,0.0,0.3,0.0,27.35,Card,na,79,36
yellow,CMT,2018-01-01T00:04:19.000000Z,2018-01-01T00:23:16.000000Z,Standard rate,,,,,1,4.0,16.0,0.5,0.5,3.0,0.0,0.0,0.3,0.0,20.3,Card,na,164,238
yellow,VTS,2018-01-01T00:04:19.000000Z,2018-01-01T00:24:05.000000Z,Standard rate,,,,,1,5.11,18.5,0.5,0.5,4.95,0.0,0.0,0.3,0.0,24.75,Card,na,87,50
yellow,VTS,2018-01-01T00:04:19.000000Z,2018-01-01T00:07:20.000000Z,Standard rate,,,,,1,0.410000000000,4.0,0.5,0.5,1.06,0.0,0.0,0.3,0.0,6.36,Card,na,231,211
yellow,VTS,2018-01-01T00:04:19.000000Z,2018-01-01T00:17:46.000000Z,Standard rate,,,,,1,6.98,20.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,21.8,Cash,na,13,140
yellow,VTS,2018-01-01T00:04:20.000000Z,2018-01-01T00:14:31.000000Z,Standard rate,,,,,1,1.45,8.0,0.5,0.5,1.86,0.0,0.0,0.3,0.0,11.16,Card,na,114,90
green,VTS,2018-01-01T00:04:22.000000Z,2018-01-01T00:17:58.000000Z,Standard rate,,,,,1,2.37,11.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.8,Card,Street hail,89,190
yellow,VTS,2018-01-01T00:04:22.000000Z,2018-01-01T00:12:47.000000Z,Standard rate,,,,,1,0.62,6.5,0.5,0.5,2.34,0.0,0.0,0.3,0.0,10.14,Card,na,68,186
yellow,VTS,2018-01-01T00:04:22.000000Z,2018-01-01T00:43:18.000000Z,Standard rate,,,,,2,8.49,31.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,32.3,Cash,na,249,129
yellow,VTS,2018-01-01T00:04:23.000000Z,2018-01-01T00:10:58.000000Z,Standard rate,,,,,5,0.940000000000,6.0,0.5,0.5,1.46,0.0,0.0,0.3,0.0,8.76,Card,na,148,148
yellow,VTS,2018-01-01T00:04:23.000000Z,2018-01-01T00:21:46.000000Z,Standard rate,,,,,3,4.87,17.0,0.5,0.5,3.66,0.0,0.0,0.3,0.0,21.96,Card,na,113,146
green,VTS,2018-01-01T00:04:24.000000Z,2018-01-01T00:14:04.000000Z,Standard rate,,,,,1,2.02,8.5,0.5,0.5,1.96,0.0,0.0,0.3,0.0,11.76,Card,Street hail,255,17
yellow,VTS,2018-01-01T00:04:24.000000Z,2018-01-01T00:10:42.000000Z,Standard rate,,,,,4,1.53,7.0,0.5,0.5,1.660000000000,0.0,0.0,0.3,0.0,9.96,Card,na,229,141
yellow,CMT,2018-01-01T00:04:25.000000Z,2018-01-01T00:06:15.000000Z,Standard rate,,,,,1,0.1,3.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.3,Cash,na,100,164
yellow,CMT,2018-01-01T00:04:26.000000Z,2018-01-01T00:08:27.000000Z,Standard rate,,,,,1,0.2,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,233,170
yellow,VTS,2018-01-01T00:04:27.000000Z,2018-01-01T00:21:58.000000Z,Standard rate,,,,,5,6.390000000000,20.5,0.5,0.5,3.31,5.76,0.0,0.3,0.0,30.87,Card,na,80,170
yellow,CMT,2018-01-01T00:04:27.000000Z,2018-01-01T00:37:47.000000Z,Standard rate,,,,,1,7.5,27.0,0.5,0.5,7.05,0.0,0.0,0.3,0.0,35.35,Card,na,164,61
yellow,VTS,2018-01-01T00:04:27.000000Z,2018-01-01T00:10:57.000000Z,Standard rate,,,,,1,1.86,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,143,151
yellow,CMT,2018-01-01T00:04:27.000000Z,2018-01-01T00:26:37.000000Z,Standard rate,,,,,1,0.8,13.5,0.5,0.5,2.95,0.0,0.0,0.3,0.0,17.75,Card,na,186,186
yellow,VTS,2018-01-01T00:04:28.000000Z,2018-01-01T00:38:52.000000Z,Standard rate,,,,,6,10.120000000000,33.5,0.5,0.5,6.96,0.0,0.0,0.3,0.0,41.76,Card,na,68,80
green,CMT,2018-01-01T00:04:29.000000Z,2018-01-01T00:23:48.000000Z,Standard rate,,,,,1,3.4,15.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,16.3,Cash,Street hail,256,62
yellow,CMT,2018-01-01T00:04:29.000000Z,2018-01-01T00:28:47.000000Z,JFK,,,,,1,18.900000000000,52.0,0.0,0.5,0.0,5.76,0.0,0.3,0.0,58.56,Cash,na,132,42
green,VTS,2018-01-01T00:04:30.000000Z,2018-01-01T00:20:05.000000Z,Standard rate,,,,,1,2.35,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,Street hail,74,151
yellow,VTS,2018-01-01T00:04:31.000000Z,2018-01-01T00:16:14.000000Z,Standard rate,,,,,5,2.02,9.5,0.5,0.5,2.16,0.0,0.0,0.3,0.0,12.96,Card,na,161,236
yellow,CMT,2018-01-01T00:04:31.000000Z,2018-01-01T00:31:35.000000Z,JFK,,,,,1,17.7,52.0,0.0,0.5,0.0,5.76,0.0,0.3,0.0,58.56,Cash,na,132,162
yellow,CMT,2018-01-01T00:04:31.000000Z,2018-01-01T00:21:33.000000Z,Standard rate,,,,,2,8.5,25.0,0.5,0.5,0.0,5.76,0.0,0.3,0.0,32.06,Cash,na,229,56
green,VTS,2018-01-01T00:04:32.000000Z,2018-01-01T00:32:43.000000Z,Standard rate,,,,,1,7.61,26.5,0.5,0.5,3.0,0.0,0.0,0.3,0.0,30.8,Card,Street hail,255,158
yellow,VTS,2018-01-01T00:04:32.000000Z,2018-01-01T00:10:06.000000Z,Standard rate,,,,,2,1.23,6.0,0.5,0.5,1.46,0.0,0.0,0.3,0.0,8.76,Card,na,141,229
yellow,CMT,2018-01-01T00:04:33.000000Z,2018-01-01T00:10:12.000000Z,Standard rate,,,,,1,1.0,5.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.8,Cash,na,249,158
yellow,CMT,2018-01-01T00:04:33.000000Z,2018-01-01T00:15:20.000000Z,Standard rate,,,,,1,2.0,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,na,114,13
yellow,CMT,2018-01-01T00:04:33.000000Z,2018-01-01T00:18:13.000000Z,Standard rate,,,,,2,3.300000000000,13.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,14.3,Cash,na,161,239
yellow,VTS,2018-01-01T00:04:33.000000Z,2018-01-01T00:12:22.000000Z,Standard rate,,,,,3,2.35,9.0,0.5,0.5,2.06,0.0,0.0,0.3,0.0,12.36,Card,na,161,75
green,CMT,2018-01-01T00:04:34.000000Z,2018-01-01T00:09:44.000000Z,Standard rate,,,,,1,0.9,6.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.3,Cash,Street hail,74,74
green,VTS,2018-01-01T00:04:34.000000Z,2018-01-01T00:09:43.000000Z,Standard rate,,,,,1,1.140000000000,6.0,0.5,0.5,1.46,0.0,0.0,0.3,0.0,8.76,Card,Street hail,36,37
yellow,CMT,2018-01-01T00:04:34.000000Z,2018-01-01T00:12:51.000000Z,Standard rate,,,,,1,2.4,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Cash,na,65,225
yellow,CMT,2018-01-01T00:04:34.000000Z,2018-01-01T00:20:35.000000Z,Standard rate,,,,,2,1.2,10.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0,12.8,Card,na,264,264
yellow,VTS,2018-01-01T00:04:34.000000Z,2018-01-01T00:30:09.000000Z,Standard rate,,,,,2,6.55,23.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,24.3,Cash,na,151,7
yellow,VTS,2018-01-01T00:04:35.000000Z,2018-01-01T00:20:15.000000Z,Standard rate,,,,,5,0.84,10.5,0.5,0.5,2.36,0.0,0.0,0.3,0.0,14.16,Card,na,48,68
yellow,CMT,2018-01-01T00:04:35.000000Z,2018-01-01T00:13:42.000000Z,Standard rate,,,,,2,1.8,9.0,0.5,0.5,1.5,0.0,0.0,0.3,0.0,11.8,Card,na,264,244
green,VTS,2018-01-01T00:04:36.000000Z,2018-01-01T00:07:59.000000Z,Standard rate,,,,,1,0.65,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,Street hail,7,7
yellow,CMT,2018-01-01T00:04:36.000000Z,2018-01-01T00:09:14.000000Z,Standard rate,,,,,1,0.8,5.5,0.5,0.5,1.7,0.0,0.0,0.3,0.0,8.5,Card,na,41,41
yellow,VTS,2018-01-01T00:04:36.000000Z,2018-01-01T00:22:29.000000Z,Standard rate,,,,,2,2.16,12.5,0.5,0.5,2.760000000000,0.0,0.0,0.3,0.0,16.55,Card,na,148,170
yellow,CMT,2018-01-01T00:04:36.000000Z,2018-01-01T00:34:27.000000Z,Standard rate,,,,,1,12.700000000000,37.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,38.300000000000,Card,na,141,173
yellow,CMT,2018-01-01T00:04:36.000000Z,2018-01-01T00:09:28.000000Z,Standard rate,,,,,1,0.5,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,161,161
yellow,VTS,2018-01-01T00:04:36.000000Z,2018-01-01T00:22:32.000000Z,Standard rate,,,,,5,4.63,17.0,0.5,0.5,4.58,0.0,0.0,0.3,0.0,22.88,Card,na,170,112
yellow,CMT,2018-01-01T00:04:37.000000Z,2018-01-01T00:12:42.000000Z,Standard rate,,,,,1,1.0,7.0,0.5,0.5,1.650000000000,0.0,0.0,0.3,0.0,9.950000000000,Card,na,148,79
yellow,VTS,2018-01-01T00:04:37.000000Z,2018-01-01T00:06:27.000000Z,Standard rate,,,,,1,0.32,3.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.3,Cash,na,255,255
green,VTS,2018-01-01T00:04:38.000000Z,2018-01-01T00:13:39.000000Z,Standard rate,,,,,1,1.5,8.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.3,Cash,Street hail,7,223
green,VTS,2018-01-01T00:04:38.000000Z,2018-01-01T00:14:28.000000Z,Standard rate,,,,,1,1.01,8.0,0.5,0.5,1.86,0.0,0.0,0.3,0.0,11.16,Card,Street hail,66,65
green,VTS,2018-01-01T00:04:38.000000Z,2018-01-01T00:56:18.000000Z,Standard rate,,,,,2,6.29,32.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,33.8,Cash,Street hail,166,107
yellow,VTS,2018-01-01T00:04:38.000000Z,2018-01-01T00:20:23.000000Z,Standard rate,,,,,2,2.88,12.5,0.5,0.5,4.14,0.0,0.0,0.3,0.0,17.94,Card,na,43,170
yellow,VTS,2018-01-01T00:04:38.000000Z,2018-01-01T00:16:37.000000Z,Standard rate,,,,,5,2.93,12.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.3,Cash,na,238,42
yellow,CMT,2018-01-01T00:04:40.000000Z,2018-01-01T00:25:16.000000Z,Standard rate,,,,,1,13.1,36.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,37.300000000000,Cash,na,138,106
yellow,CMT,2018-01-01T00:04:40.000000Z,2018-01-01T00:17:37.000000Z,Standard rate,,,,,1,2.6,11.0,0.5,0.5,2.45,0.0,0.0,0.3,0.0,14.75,Card,na,229,79
green,VTS,2018-01-01T00:04:42.000000Z,2018-01-01T00:15:43.000000Z,Standard rate,,,,,1,1.890000000000,9.5,0.5,0.5,2.7,0.0,0.0,0.3,0.0,13.5,Card,Street hail,146,260
yellow,VTS,2018-01-01T00:04:42.000000Z,2018-01-01T00:10:38.000000Z,Standard rate,,,,,1,0.84,5.5,0.5,0.5,1.36,0.0,0.0,0.3,0.0,8.16,Card,na,13,231
yellow,VTS,2018-01-01T00:04:42.000000Z,2018-01-01T00:10:42.000000Z,Standard rate,,,,,3,1.05,6.0,0.5,0.5,1.82,0.0,0.0,0.3,0.0,9.120000000000,Card,na,246,158
yellow,VTS,2018-01-01T00:04:42.000000Z,2018-01-01T00:22:35.000000Z,Standard rate,,,,,1,4.54,16.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,17.3,Cash,na,229,193
green,VTS,2018-01-01T00:04:43.000000Z,2018-01-01T00:28:55.000000Z,Standard rate,,,,,1,9.81,30.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,31.8,Card,Street hail,41,254
yellow,VTS,2018-01-01T00:04:43.000000Z,2018-01-01T00:26:05.000000Z,Standard rate,,,,,1,1.83,14.5,0.5,0.5,4.74,0.0,0.0,0.3,0.0,20.54,Card,na,142,48
yellow,CMT,2018-01-01T00:04:43.000000Z,2018-01-01T00:13:26.000000Z,Standard rate,,,,,1,1.400000000000,8.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,10.3,Card,na,158,224
green,VTS,2018-01-01T00:04:44.000000Z,2018-01-01T00:16:10.000000Z,Standard rate,,,,,1,2.45,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Cash,Street hail,41,75
yellow,CMT,2018-01-01T00:04:44.000000Z,2018-01-01T00:08:38.000000Z,Standard rate,,,,,1,0.2,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,246,246
yellow,VTS,2018-01-01T00:04:45.000000Z,2018-01-01T00:09:34.000000Z,Standard rate,,,,,2,0.9,5.0,0.5,0.5,0.940000000000,0.0,0.0,0.3,0.0,7.24,Card,na,114,249
yellow,VTS,2018-01-01T00:04:45.000000Z,2018-01-01T00:12:46.000000Z,Standard rate,,,,,1,2.05,8.0,0.5,0.5,1.86,0.0,0.0,0.3,0.0,11.16,Card,na,142,151
yellow,CMT,2018-01-01T00:04:45.000000Z,2018-01-01T01:14:12.000000Z,Standard rate,,,,,1,36.0,101.5,0.5,0.5,20.55,0.0,0.0,0.3,0.0,123.350000000000,Card,na,170,265
yellow,VTS,2018-01-01T00:04:46.000000Z,2018-01-01T00:08:30.000000Z,Standard rate,,,,,5,0.49,4.5,0.5,0.5,1.16,0.0,0.0,0.3,0.0,6.96,Card,na,141,262
yellow,VTS,2018-01-01T00:04:46.000000Z,2018-01-01T00:21:59.000000Z,Standard rate,,,,,1,2.16,12.5,0.5,0.5,5.0,0.0,0.0,0.3,0.0,18.8,Card,na,141,170
green,CMT,2018-01-01T00:04:47.000000Z,2018-01-01T00:16:50.000000Z,Standard rate,,,,,1,1.5,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,Street hail,82,129
green,CMT,2018-01-01T00:04:47.000000Z,2018-01-01T00:22:21.000000Z,Standard rate,,,,,1,9.4,27.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,29.3,Card,Street hail,95,255
yellow,VTS,2018-01-01T00:04:47.000000Z,2018-01-01T00:07:34.000000Z,Standard rate,,,,,1,0.79,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,236,237
yellow,VTS,2018-01-01T00:04:49.000000Z,2018-01-01T00:43:38.000000Z,Standard rate,,,,,5,2.34,22.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,23.8,Card,na,163,90
yellow,CMT,2018-01-01T00:04:50.000000Z,2018-01-01T00:19:03.000000Z,Standard rate,,,,,1,2.300000000000,11.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.8,Cash,na,163,237
yellow,VTS,2018-01-01T00:04:51.000000Z,2018-01-01T00:13:51.000000Z,Standard rate,,,,,2,2.12,9.0,0.5,0.5,1.5,0.0,0.0,0.3,0.0,11.8,Card,na,151,263
green,VTS,2018-01-01T00:04:52.000000Z,2018-01-01T00:28:36.000000Z,Standard rate,,,,,1,7.43,25.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,26.3,Cash,Street hail,181,146
yellow,CMT,2018-01-01T00:04:52.000000Z,2018-01-01T00:26:20.000000Z,Standard rate,,,,,1,3.5,16.0,0.5,0.5,3.7,0.0,0.0,0.3,0.0,21.0,Card,na,264,264
yellow,VTS,2018-01-01T00:04:52.000000Z,2018-01-01T00:35:29.000000Z,JFK,,,,,1,17.39,52.0,0.0,0.5,10.56,0.0,0.0,0.3,0.0,63.36,Card,na,132,148
yellow,VTS,2018-01-01T00:04:52.000000Z,2018-01-01T00:09:59.000000Z,Standard rate,,,,,1,1.150000000000,6.0,0.5,0.5,1.82,0.0,0.0,0.3,0.0,9.120000000000,Card,na,263,140
yellow,CMT,2018-01-01T00:04:52.000000Z,2018-01-01T00:26:41.000000Z,Standard rate,,,,,1,3.2,15.5,0.5,0.5,5.0,0.0,0.0,0.3,0.0,21.8,Card,na,231,137
yellow,VTS,2018-01-01T00:04:52.000000Z,2018-01-01T00:30:52.000000Z,Standard rate,,,,,5,3.14,17.0,0.5,0.5,0.5,0.0,0.0,0.3,0.0,18.8,Card,na,141,186
yellow,VTS,2018-01-01T00:04:53.000000Z,2018-01-01T00:17:03.000000Z,Standard rate,,,,,1,0.76,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Cash,na,90,246
yellow,VTS,2018-01-01T00:04:53.000000Z,2018-01-01T00:26:02.000000Z,Standard rate,,,,,1,1.45,13.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,14.8,Cash,na,48,68
green,VTS,2018-01-01T00:04:55.000000Z,2018-01-01T00:13:54.000000Z,Standard rate,,,,,2,1.62,8.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.3,Cash,Street hail,41,75
yellow,VTS,2018-01-01T00:04:55.000000Z,2018-01-01T00:18:23.000000Z,Standard rate,,,,,1,6.37,19.5,0.5,0.5,4.16,0.0,0.0,0.3,0.0,24.96,Card,na,48,244
yellow,VTS,2018-01-01T00:04:55.000000Z,2018-01-01T00:22:25.000000Z,Standard rate,,,,,2,4.22,17.0,0.5,0.5,2.0,0.0,0.0,0.3,0.0,20.3,Card,na,148,33
yellow,VTS,2018-01-01T00:04:57.000000Z,2018-01-01T00:23:29.000000Z,Standard rate,,,,,3,2.89,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Cash,na,50,107
green,VTS,2018-01-01T00:04:58.000000Z,2018-01-01T00:16:12.000000Z,Standard rate,,,,,1,2.47,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Cash,Street hail,41,159
yellow,VTS,2018-01-01T00:04:58.000000Z,2018-01-01T00:17:36.000000Z,Standard rate,,,,,1,2.6,11.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.3,Card,na,234,231
yellow,VTS,2018-01-01T00:04:58.000000Z,2018-01-01T00:18:29.000000Z,Standard rate,,,,,1,2.99,12.0,0.5,0.5,2.66,0.0,0.0,0.3,0.0,15.96,Card,na,239,262
yellow,CMT,2018-01-01T00:04:59.000000Z,2018-01-01T00:11:41.000000Z,Standard rate,,,,,1,2.4,9.0,0.5,0.5,2.06,0.0,0.0,0.3,0.0,12.36,Card,na,229,146
yellow,VTS,2018-01-01T00:04:59.000000Z,2018-01-01T00:37:54.000000Z,Standard rate,,,,,1,2.260000000000,19.5,0.5,0.5,4.16,0.0,0.0,0.3,0.0,24.96,Card,na,48,137
yellow,VTS,2018-01-01T00:04:59.000000Z,2018-01-01T00:40:14.000000Z,Negotiated fare,,,,,4,7.59,48.0,0.0,0.0,5.05,10.5,0.0,0.3,0.0,63.85,Card,na,161,265
yellow,VTS,2018-01-01T00:05:00.000000Z,2018-01-01T00:27:54.000000Z,Standard rate,,,,,1,3.93,17.5,0.5,0.5,3.760000000000,0.0,0.0,0.3,0.0,22.56,Card,na,142,90
yellow,VTS,2018-01-01T00:05:00.000000Z,2018-01-01T00:07:57.000000Z,Standard rate,,,,,2,0.350000000000,4.0,0.5,0.5,1.32,0.0,0.0,0.3,0.0,6.62,Card,na,142,142
